-4.000452 -4.041946
-3.437924 -4.041946
-4.000452 -3.365152
-4.000452 -4.041946

0.223702 -0.047916
0.215659 -0.048268
0.223122 -0.058578
0.223702 -0.047916

-1.997465 -1.139044
-2.280162 -1.446852
-1.904312 -1.678062
-1.997465 -1.139044

0.231033 -0.057972
0.231917 -0.050088
0.223122 -0.058578
0.231033 -0.057972

0.203385 -0.063303
0.208400 -0.051749
0.201563 -0.055647
0.203385 -0.063303

-2.875396 -4.041946
-3.156660 -3.235994
-3.437924 -4.041946
-2.875396 -4.041946

0.014453 -0.031500
0.009062 -0.038680
0.017443 -0.039359
0.014453 -0.031500

-3.437924 -4.041946
-3.156660 -3.235994
-4.000452 -3.365152
-3.437924 -4.041946

-0.023837 0.031123
-0.019055 0.035945
-0.026591 0.038635
-0.023837 0.031123

-0.007062 -0.025056
-0.005541 -0.020278
-0.011125 -0.022116
-0.007062 -0.025056

0.004063 -0.011170
0.000369 -0.009235
0.000852 -0.012806
0.004063 -0.011170

0.212919 -0.037334
0.215659 -0.048268
0.220416 -0.037755
0.212919 -0.037334

-2.192690 -2.600719
-1.714558 -2.843246
-1.701302 -2.243044
-2.192690 -2.600719

0.073992 0.081740
0.072432 0.067016
0.082627 0.070657
0.073992 0.081740

-0.062754 -4.041946
0.499774 -4.041946
0.063952 -3.446021
-0.062754 -4.041946

0.011363 -0.046631
0.009062 -0.038680
0.003169 -0.045453
0.011363 -0.046631

0.156095 -0.058159
0.164092 -0.059701
0.166696 -0.051983
0.156095 -0.058159

0.013421 0.052337
0.010872 0.043528
0.017962 0.046195
0.013421 0.052337

0.055931 -0.030575
0.062439 -0.025641
0.058602 -0.025129
0.055931 -0.030575

-0.000207 0.047145
0.013421 0.052337
-0.000135 0.054297
-0.000207 0.047145

0.010872 0.043528
0.008063 0.036493
0.014123 0.034473
0.010872 0.043528

0.029313 -0.019632
0.026644 -0.018897
0.029280 -0.025609
0.029313 -0.019632

0.043346 0.045003
0.038097 0.051179
0.039733 0.043240
0.043346 0.045003

0.032099 -0.020339
0.029313 -0.019632
0.029280 -0.025609
0.032099 -0.020339

0.023307 -0.025383
0.018806 -0.021658
0.015408 -0.026039
0.023307 -0.025383

0.035004 -0.021018
0.035503 -0.026021
0.038025 -0.021672
0.035004 -0.021018

0.038025 -0.021672
0.035503 -0.026021
0.041163 -0.022301
0.038025 -0.021672

0.000000 0.000000
-0.003774 0.000642
-0.004050 -0.003176
0.000000 0.000000

0.035503 -0.026021
0.032099 -0.020339
0.029280 -0.025609
0.035503 -0.026021

0.020270 -0.030454
0.025803 -0.038462
0.026061 -0.031635
0.020270 -0.030454

0.041163 -0.022301
0.035503 -0.026021
0.041912 -0.027325
0.041163 -0.022301

-0.016851 -0.021043
-0.014976 -0.026559
-0.011125 -0.022116
-0.016851 -0.021043

0.215659 -0.048268
0.212919 -0.037334
0.208850 -0.043974
0.215659 -0.048268

0.026644 -0.018897
0.023307 -0.025383
0.029280 -0.025609
0.026644 -0.018897

0.001257 0.017466
-0.001829 0.016752
-0.000880 0.013771
0.001257 0.017466

0.008034 -0.010740
0.004063 -0.011170
0.007249 -0.013611
0.008034 -0.010740

0.000465 -0.006659
-0.003110 -0.006626
0.000369 -0.009235
0.000465 -0.006659

0.007249 -0.013611
0.009614 -0.011803
0.008034 -0.010740
0.007249 -0.013611

0.006577 -0.009630
0.004063 -0.011170
0.008034 -0.010740
0.006577 -0.009630

-0.017648 0.000650
-0.011647 -0.000707
-0.013926 0.003163
-0.017648 0.000650

-0.000417 0.004959
-0.003127 0.006163
-0.000452 0.003150
-0.000417 0.004959

-0.003110 -0.006626
-0.004050 -0.003176
-0.006524 -0.007689
-0.003110 -0.006626

0.000465 -0.006659
0.004035 -0.007249
0.002947 -0.005958
0.000465 -0.006659

0.001093 -0.002989
0.000465 -0.006659
0.001973 -0.004567
0.001093 -0.002989

0.004063 -0.011170
0.004315 -0.014108
0.007249 -0.013611
0.004063 -0.011170

0.013700 -0.020765
0.015091 -0.014739
0.010080 -0.017326
0.013700 -0.020765

0.004035 -0.007249
0.000369 -0.009235
0.004063 -0.011170
0.004035 -0.007249

0.000701 0.009952
-0.003527 0.010395
0.000174 0.008303
0.000701 0.009952

-0.007046 0.015812
-0.000880 0.013771
-0.001829 0.016752
-0.007046 0.015812

0.010080 -0.017326
0.007418 -0.023754
0.013700 -0.020765
0.010080 -0.017326

-0.003127 0.006163
-0.008029 0.008302
-0.005305 0.004150
-0.003127 0.006163

0.021663 -0.017334
0.019352 -0.016504
0.018806 -0.021658
0.021663 -0.017334

0.015408 -0.026039
0.007418 -0.023754
0.008640 -0.029712
0.015408 -0.026039

0.026644 -0.018897
0.024094 -0.018131
0.023307 -0.025383
0.026644 -0.018897

0.018806 -0.021658
0.024094 -0.018131
0.021663 -0.017334
0.018806 -0.021658

0.015408 -0.026039
0.018806 -0.021658
0.013700 -0.020765
0.015408 -0.026039

-0.007872 -0.011738
-0.003659 -0.011056
-0.006524 -0.007689
-0.007872 -0.011738

0.011317 -0.012822
0.010080 -0.017326
0.013143 -0.013800
0.011317 -0.012822

0.007031 0.020088
0.002504 0.022388
0.005599 0.018362
0.007031 0.020088

0.013700 -0.020765
0.017161 -0.015639
0.015091 -0.014739
0.013700 -0.020765

0.018806 -0.021658
0.017161 -0.015639
0.013700 -0.020765
0.018806 -0.021658

0.004315 -0.014108
0.005633 -0.019249
0.007249 -0.013611
0.004315 -0.014108

0.010080 -0.017326
0.015091 -0.014739
0.013143 -0.013800
0.010080 -0.017326

0.019155 0.038651
0.021363 0.032495
0.024032 0.034293
0.019155 0.038651

0.001093 -0.002989
0.000000 0.000000
-0.004050 -0.003176
0.001093 -0.002989

0.019352 -0.016504
0.017161 -0.015639
0.018806 -0.021658
0.019352 -0.016504

0.007249 -0.013611
0.011317 -0.012822
0.009614 -0.011803
0.007249 -0.013611

0.024824 0.042842
0.029840 0.037889
0.032980 0.039681
0.024824 0.042842

0.047117 0.046750
0.051045 0.048479
0.045707 0.055279
0.047117 0.046750

0.000369 -0.009235
0.004035 -0.007249
0.000465 -0.006659
0.000369 -0.009235

-0.011984 -0.010599
-0.009880 -0.004781
-0.013580 -0.003966
-0.011984 -0.010599

0.142525 -0.040575
0.148409 -0.038761
0.146030 -0.033082
0.142525 -0.040575

-0.013580 -0.003966
-0.009880 -0.004781
-0.011647 -0.000707
-0.013580 -0.003966

0.164606 -0.034346
0.167288 -0.042970
0.171075 -0.034770
0.164606 -0.034346

0.158277 -0.033923
0.154518 -0.039523
0.160972 -0.040250
0.158277 -0.033923

-0.017056 -0.005474
-0.013580 -0.003966
-0.017648 0.000650
-0.017056 -0.005474

-0.000452 0.003150
-0.003774 0.000642
0.000000 0.000000
-0.000452 0.003150

0.126516 -0.038108
0.123129 -0.031417
0.119887 -0.038235
0.126516 -0.038108

-0.005305 0.004150
-0.007544 -0.001004
-0.003774 0.000642
-0.005305 0.004150

0.134318 -0.032248
0.128659 -0.031833
0.126516 -0.038108
0.134318 -0.032248

0.126516 -0.038108
0.135902 -0.038895
0.134318 -0.032248
0.126516 -0.038108

-0.016922 -0.010413
-0.011984 -0.010599
-0.017056 -0.005474
-0.016922 -0.010413

0.123129 -0.031417
0.126516 -0.038108
0.128659 -0.031833
0.123129 -0.031417

-0.009555 0.003131
-0.012936 0.007544
-0.013926 0.003163
-0.009555 0.003131

-0.011984 -0.010599
-0.013580 -0.003966
-0.017056 -0.005474
-0.011984 -0.010599

0.146030 -0.033082
0.140107 -0.032665
0.142525 -0.040575
0.146030 -0.033082

-0.070850 -0.097124
-0.053564 -0.101965
-0.060643 -0.082357
-0.070850 -0.097124

0.205574 -0.036909
0.208850 -0.043974
0.212919 -0.037334
0.205574 -0.036909

-0.030294 -0.008306
-0.026746 -0.012122
